X [mm], Y [mm], Z [mm], Heading [degrees], Timestamp [ms], Frame
-2014.6, -1001.72, 157.504, 93.7165, 17684.659008, 772477
-2042.06, -1005.67, 157.903, 93.6944, 17796.972128, 772488
-2069, -1009.33, 158.296, 93.5449, 17907.190752, 772499
-2096.11, -1013.1, 158.846, 93.4518, 18015.992224, 772510
-2120.16, -1016.4, 159.386, 93.4131, 18121.702464, 772520
-2127.4, -1017.54, 159.615, 93.3509, 18208.194624, 772523
-2143.85, -1018.58, 160.318, 92.8145, 18317.803488, 772530
-2114.57, -1041.46, 162.74, -44.6248, 18426.481248, 772540
-2196.04, -1029.14, 164.633, 94.3644, 18535.275584, 772551
-2238.69, -1034.52, 167.901, 96.3364, 18643.441824, 772571
-2260.52, -1038.22, 170.634, 96.0536, 18747.212288, 772581
-2285.97, -1041.39, 169.918, 96.4474, 18854.583264, 772591
-2313.69, -1045.55, 171.44, 95.7155, 18958.923456, 772602
-2337.58, -1048.63, 170.237, 95.8208, 19067.099200, 772612
-2371.65, -1052.89, 172.66, 95.3548, 19174.665696, 772626
-2396.08, -1056.28, 173.259, 95.4539, 19279.930400, 772636
-2423.74, -1059.82, 172.49, 95.4037, 19386.963648, 772647
-2443.23, -1062.55, 173.008, 95.2755, 19473.492544, 772655
-2473.13, -1066.41, 173.46, 95.1787, 19586.479136, 772667
-2492.08, -1057.7, 174.191, 87.6119, 19695.226688, 772678
-2514.65, -1061.04, 175.499, 87.6819, 19801.936352, 772688
-2540.46, -1065.57, 176.303, 88.1803, 19909.611904, 772699
-2566.43, -1069.24, 178.871, 88.1062, 20015.435808, 772710
-2590.61, -1082.37, 181.064, 94.0919, 20129.139232, 772721
