X [mm], Y [mm], Z [mm], Heading [degrees], Timestamp [ms], Frame
2031.53, -832.242, 107.194, -159.349, 4308.004512, 782627
2024.24, -872.486, 92.9886, 155.338, 4412.294368, 782637
2009.73, -900.435, 93.4914, 151.542, 4517.475264, 782648
1997.34, -911.271, 107.975, -149.721, 4622.558784, 782658
1982.84, -953.598, 94.0187, 151.06, 4726.739808, 782669
1970.19, -978.874, 94.4302, 151.205, 4831.996096, 782679
1956.32, -1007.33, 94.6396, 151.236, 4935.334336, 782690
1946.04, -1027.54, 94.887, 151.286, 5014.774112, 782698
1931.81, -1055.65, 95.1675, 151.34, 5126.147200, 782709
1918.7, -1081.37, 95.4373, 151.354, 5230.249312, 782719
1905.48, -1095.13, 110.312, -150.012, 5336.591104, 782730
1890.36, -1120.15, 111.979, -148.262, 5440.033792, 782740
1876.25, -1147.82, 112.209, -144.165, 5543.996064, 782751
1863.45, -1186.38, 96.3455, 144.867, 5648.514816, 782761
1845.84, -1197.11, 112.98, -140.876, 5754.551232, 782772
1830.53, -1220.57, 113.234, -140.767, 5856.755456, 782782
1813.55, -1243.64, 114.91, -139.662, 5962.181408, 782792
1796.52, -1270.35, 115.195, -139.691, 6065.045088, 782803
1775.24, -1310.27, 102.301, 141.447, 6179.476000, 782814
1762.99, -1329.55, 102.566, 141.34, 6258.410400, 782822
1745.66, -1356.06, 102.791, 141.397, 6364.670656, 782833
1730.07, -1380.29, 103.553, 141.45, 6471.246752, 782843
1719.17, -1410.68, 98.9657, 145.283, 6575.415648, 782854
1703.01, -1434.58, 99.2226, 145.362, 6681.890016, 782864
1685.69, -1446.18, 115.483, -141.689, 6786.535584, 782875
1671.54, -1468.25, 115.651, -136.139, 6892.464320, 782885
1655.4, -1507.48, 96.4743, 136.759, 6998.534080, 782896
1637.58, -1529.01, 94.3512, 135.516, 7106.023520, 782907
1616.07, -1548.87, 95.0337, 135.308, 7208.304224, 782917
1586.34, -1569.8, 100.906, 132.75, 7311.919680, 782927
1568.69, -1578.53, 115.725, -129.906, 7422.551520, 782938
1555.55, -1602.11, 100.35, 132.137, 7501.304768, 782943
1527.9, -1624.63, 102.473, 128.394, 7615.653600, 782955
1499.12, -1648.25, 103.126, 127.672, 7720.788512, 782968
1475.81, -1668.19, 102.965, 127.737, 7828.301920, 782979
1456.72, -1684.3, 102.571, 125.128, 7932.319680, 782988
1430.05, -1702.84, 102.836, 118.228, 8037.875680, 783000
1406.48, -1717.58, 102.932, 115.998, 8148.315744, 783011
1375, -1730.2, 105.317, 115.442, 8257.305280, 783022
1346.49, -1744.2, 106.116, 115.203, 8367.099328, 783033
1320.67, -1757.34, 105.848, 114.031, 8469.932928, 783043
1290.62, -1772.5, 105.993, 114.352, 8586.329280, 783055
1264.51, -1785.14, 102.024, 116.784, 8699.269440, 783066
1249.06, -1792.83, 101.988, 114.795, 8778.054560, 783072
1214.4, -1808.05, 107.282, 106.142, 8885.083552, 783085
1189.14, -1816.5, 107.513, 105.536, 8989.301088, 783095
1160.29, -1825.49, 107.947, 105.417, 9096.055968, 783106
1132.53, -1833.91, 109.608, 106.891, 9205.923488, 783117
1105.7, -1841.26, 110.287, 102.542, 9309.213856, 783127
1074.1, -1849.4, 110.463, 98.5883, 9422.387712, 783138
1041.82, -1855.39, 111.163, 98.0813, 9536.850240, 783150
1013.68, -1860.11, 111.918, 98.0166, 9645.064864, 783160
982.85, -1865.56, 112.727, 98.0494, 9748.458048, 783171
952.137, -1870.55, 113.186, 98.1737, 9856.443648, 783182
921.24, -1876.57, 114.032, 98.0359, 9968.567712, 783193
899.284, -1880.31, 114.426, 98.0377, 10047.593536, 783201
868.287, -1885.91, 115.061, 98.1393, 10157.172576, 783212
840.259, -1890.74, 115.66, 98.1957, 10260.775648, 783222
809.627, -1896.08, 116.352, 98.2234, 10369.098496, 783233
778.511, -1901.54, 116.866, 98.0602, 10477.164480, 783244
750.553, -1905.96, 117.818, 95.0898, 10581.260096, 783254
720.231, -1909.7, 117.882, 92.3896, 10689.344960, 783265
689.64, -1911.89, 118.542, 92.0468, 10797.271360, 783276
658.235, -1913.68, 119.415, 92.039, 10905.386944, 783287
631.299, -1915.93, 118.554, 91.463, 11009.048256, 783297
600.115, -1917.95, 119.19, 91.4289, 11116.696928, 783308
569.17, -1919.98, 119.406, 91.297, 11227.553760, 783319
546.335, -1921.17, 120.335, 88.2757, 11307.226528, 783327
515.258, -1920.75, 120.848, 84.9754, 11419.694496, 783338
484.432, -1918.71, 121.511, 84.5056, 11525.523648, 783349
456.2, -1917.17, 121.864, 84.5385, 11633.307040, 783359
425.329, -1915.28, 122.067, 84.5809, 11740.329312, 783370
393.422, -1913.75, 122.974, 84.6926, 11850.301056, 783381
359.278, -1911.78, 123.172, 84.7292, 11964.451552, 783393
327.58, -1910.02, 124.027, 84.7591, 12078.125760, 783404
296.21, -1908.15, 124.856, 84.7651, 12187.824864, 783415
267.763, -1906.71, 124.931, 84.7196, 12292.299200, 783425
237.236, -1905.39, 125.793, 85.5863, 12400.339040, 783436
205.823, -1903.96, 126.193, 85.4711, 12509.248800, 783447
183.024, -1902.6, 126.428, 85.5313, 12588.683296, 783455
151.616, -1899.1, 127.315, 80.819, 12699.405056, 783466
122.816, -1893.77, 127.622, 76.4747, 12806.412128, 783477
95.0052, -1887.15, 128.049, 75.7042, 12915.500064, 783488
67.704, -1881.54, 128.416, 75.6015, 13024.734016, 783499
45.1545, -1876.79, 128.7, 75.6506, 13132.468192, 783508
12.858, -1869.36, 128.84, 75.546, 13246.133376, 783521
-14.8364, -1863.09, 129.37, 75.5408, 13360.366432, 783532
-44.2933, -1856.61, 129.809, 75.6512, 13476.074112, 783544
-69.3868, -1851.2, 130.342, 75.6803, 13582.450016, 783554
-96.5968, -1845.32, 130.522, 75.6989, 13691.250272, 783565
-121.211, -1839.82, 130.481, 75.658, 13801.078048, 783575
-131.139, -1837.68, 130.543, 75.699, 13882.309248, 783579
-171.119, -1828.95, 131.427, 75.786, 13993.199616, 783595
-197.929, -1822.73, 132.131, 76.1598, 14101.937760, 783606
-225.529, -1817.13, 132.437, 75.969, 14209.069568, 783617
-252.793, -1811.34, 133.061, 75.9116, 14318.819040, 783628
-279.766, -1805.4, 133.143, 75.862, 14425.076352, 783639
-306.767, -1799.56, 133.78, 75.8675, 14534.047840, 783650
-334.049, -1793.57, 134.283, 75.9699, 14644.179680, 783661
-358.676, -1788.52, 134.755, 76.0475, 14748.966976, 783671
-385.936, -1782.5, 135.571, 75.9893, 14857.053376, 783682
-412.95, -1776.47, 135.883, 75.8825, 14967.403200, 783693
-438.2, -1770.43, 136.463, 66.665, 15075.871488, 783704
-456.771, -1762.48, 136.893, 59.3686, 15156.550784, 783712
-481.565, -1749.97, 136.366, 57.5092, 15264.823360, 783723
-503.188, -1737.46, 136.977, 57.1158, 15373.291648, 783733
-525.025, -1722.97, 137.243, 51.221, 15483.396096, 783744
-545.95, -1705.21, 137.301, 45.3995, 15591.223776, 783755
-567.045, -1683.33, 137.782, 40.7367, 15712.870240, 783767
-587.743, -1658.57, 137.806, 37.3242, 15841.130304, 783780
-606.421, -1635.46, 138.045, 36.8145, 15955.889984, 783792
-622.429, -1615.97, 138.052, 36.8065, 16063.367136, 783802
-643.622, -1590.8, 138.814, 36.8772, 16190.061024, 783815
-661.044, -1566.26, 139.227, 31.7256, 16308.349728, 783827
-673.898, -1540.02, 142.787, 26.1558, 16428.515648, 783839
-685.599, -1523.32, 142.442, 27.2571, 16508.792448, 783847
-696.659, -1500.6, 142.293, 17.9071, 16620.034304, 783858
-704.641, -1472.45, 141.516, 9.31575, 16729.132224, 783869
-710.593, -1445.23, 141.257, 7.90385, 16842.762752, 783880
-715.954, -1415.62, 141.597, 7.819, 16957.648672, 783892
-721.21, -1385.7, 141.703, 7.66413, 17077.567648, 783904
-726.754, -1358.82, 142.042, 7.65531, 17185.799296, 783915
-732.893, -1323.87, 142.21, 7.8626, 17324.465504, 783929
-738.327, -1293.64, 141.597, 7.99939, 17444.245568, 783941
-743.233, -1268.88, 142.212, 7.97227, 17552.455072, 783951
-748.297, -1241.86, 142.511, 7.98239, 17662.240256, 783962
-753.049, -1214.54, 142.047, 7.96914, 17771.875104, 783973
-756.625, -1194.86, 141.87, 8.14201, 17852.984640, 783981
-762.104, -1164.52, 142.123, 8.21533, 17964.697312, 783993
-767.512, -1139.96, 142.133, 8.07406, 18071.435776, 784003
-772.638, -1112.24, 142.782, 8.35854, 18180.405376, 784014
-778.024, -1084.66, 142.921, 8.31689, 18288.847776, 784025
-783.15, -1057.97, 142.944, 8.01933, 18394.548096, 784036
-787.776, -1033.72, 143.125, 11.3193, 18502.486432, 784046
-795.873, -1004.25, 142.822, 14.7732, 18614.072064, 784058
-804.875, -977.359, 143.271, 14.7361, 18725.735424, 784069
-812.24, -953.147, 142.899, 14.892, 18831.715552, 784079
-820.748, -926.729, 142.943, 15.0962, 18940.275872, 784090
-829.561, -899.734, 143.011, 14.9849, 19052.964064, 784101
-836.344, -880.508, 143.262, 18.1668, 19132.855040, 784109
-849.748, -853.083, 143.189, 28.1042, 19248.448320, 784121
-866.324, -826.985, 143.378, 33.4872, 19355.887584, 784132
-884.119, -803.448, 143.771, 34.5547, 19466.543744, 784143
-901.658, -780.974, 145.524, 35.1721, 19575.911328, 784154
-918.858, -758.109, 146.927, 38.1123, 19685.726464, 784165
-942.605, -734.14, 146.901, 41.7713, 19816.015424, 784178
-964.335, -711.98, 147.495, 42.079, 19935.487904, 784190
-986.197, -689.91, 147.594, 42.1538, 20056.642400, 784202
-1006.94, -669.912, 147.657, 42.3514, 20170.095200, 784213
-1026.8, -650.023, 147.984, 42.3125, 20282.783776, 784224
-1049.74, -626.347, 148.219, 41.9454, 20406.460544, 784237
-1064.98, -612.539, 148.359, 41.7913, 20487.666464, 784245
-1085.45, -593.054, 148.632, 42.0017, 20599.425632, 784256
-1105.07, -572.827, 149.107, 41.9926, 20709.949312, 784267
-1125.18, -552.599, 149.257, 42.1696, 20817.127392, 784278
-1145.24, -532.393, 149.426, 42.116, 20927.519456, 784289
-1165.7, -513.31, 148.423, 42.8007, 21036.630816, 784300
-1187.34, -494.408, 148.808, 46.692, 21148.802624, 784311
-1209.73, -476.969, 149.012, 49.5776, 21260.200448, 784322
-1231.95, -459.835, 149.588, 50.2381, 21371.317280, 784333
-1256.97, -441.304, 148.824, 50.8767, 21485.053504, 784345
-1276.77, -424.211, 150.551, 49.9186, 21592.899648, 784355
-1301.36, -405.889, 149.627, 50.1581, 21708.534464, 784367
-1308.09, -394.242, 149.217, 51.8133, 21790.468800, 784375
-1334.4, -377.27, 150.279, 52.8322, 21903.913728, 784387
-1351.32, -363.46, 162.332, -61.8068, 22020.818880, 784398
-1381.12, -342.114, 150.191, 52.7604, 22134.616000, 784410
-1411.31, -323.791, 149.106, 51.4045, 22248.400960, 784421
-1419.1, -305.963, 152.804, 54.9324, 22367.408064, 784433
-1444.44, -288.291, 156.363, 51.6317, 22475.022208, 784444
-1470.32, -271.236, 147.239, 51.384, 22587.640352, 784455
-1491.9, -254.466, 146.627, 51.7172, 22703.580800, 784466
-1519.39, -234.227, 146.252, 50.4708, 22815.878048, 784478
-1534.01, -219.707, 149.639, 50.4723, 22925.457152, 784489
-1543.73, -200.689, 153.423, 37.4909, 23037.469728, 784500
-1560.72, -192.608, 172.767, -62.7543, 23117.922144, 784508
-1615.38, -173.086, 150.323, 51.5646, 23227.967840, 784519
-1635.89, -156.364, 150.509, 50.9451, 23339.754816, 784530
-1659.01, -130.492, 121.605, 46.5904, 23450.985024, 784541
-1674.92, -123.114, 157.325, 53.7935, 23561.487712, 784552
-1693.61, -107.426, 153.558, 42.7784, 23672.490464, 784563
-1704.81, -85.9117, 156.918, 30.2098, 23778.816896, 784574
-1718.63, -63.2377, 157.31, 28.0772, 23889.683136, 784585
-1734.07, -40.7139, 156.838, 28.0785, 23999.486688, 784596
-1746.2, -17.0871, 157.499, 21.9095, 24108.003296, 784607
-1757.5, 11.4662, 157.652, 16.736, 24225.237568, 784619
-1769.24, 41.8286, 157.295, 15.8132, 24362.121728, 784632
-1778.28, 62.1597, 156.894, 15.2851, 24446.631296, 784641
-1787.99, 87.6605, 156.146, 16.275, 24560.520992, 784652
-1796.57, 113.617, 156.896, 15.5386, 24668.708224, 784663
-1809.18, 141.556, 155.612, 15.2436, 24792.657248, 784675
-1817.66, 170.858, 156.854, 15.3127, 24909.530144, 784687
-1828.84, 196.256, 156.126, 15.3363, 25020.333472, 784698
-1838.15, 222.731, 156.231, 15.3823, 25128.432000, 784709
-1847.58, 249.008, 156.634, 15.5721, 25237.487520, 784720
-1856.75, 274.975, 157.3, 15.6766, 25345.887136, 784731
-1864.87, 299.524, 157.232, 14.8884, 25452.129344, 784741
-1872.05, 329.246, 143.087, 13.2869, 25560.740192, 784752
-1881.86, 352.331, 159.311, 16.3486, 25668.240448, 784763
-1889.39, 371.229, 159.095, 15.1752, 25748.039168, 784771
-1897.95, 397.434, 159.487, 15.3852, 25857.323904, 784782
-1907.65, 422.705, 160.317, 16.356, 25965.187200, 784793
-1914.57, 447.57, 159.848, 15.5876, 26070.880320, 784803
-1924.29, 473.93, 160.475, 15.727, 26178.320832, 784814
-1935.58, 499.87, 160.463, 15.5762, 26285.715616, 784825
-1942.01, 524.169, 162.152, 16.2361, 26393.517920, 784835
-1951.48, 550.381, 162.259, 16.3213, 26497.978624, 784846
-1960.69, 576.393, 162.317, 16.2932, 26605.949984, 784857
-1970.31, 602.17, 162.572, 16.2935, 26714.210336, 784868
-1978.97, 625.994, 162.644, 16.3668, 26820.968064, 784878
-1989.31, 652.859, 162.91, 16.3749, 26928.378656, 784889
-1997.47, 671.805, 161.49, 16.4779, 27008.311328, 784897
-2008.59, 698.308, 161.589, 17.0597, 27118.255552, 784908
-2018.23, 724.319, 161.582, 17.0868, 27226.361120, 784919
-2026.69, 748.181, 161.633, 17.184, 27332.604320, 784929
-2035.92, 774.452, 161.971, 16.6686, 27441.375712, 784940
-2045.3, 800.474, 162.189, 16.7484, 27547.386144, 784951
-2055.1, 826.866, 162.475, 16.8786, 27655.618592, 784962
-2062.2, 849.826, 163.323, 17.3646, 27761.177696, 784972
-2071.75, 876.154, 163.221, 17.221, 27870.719520, 784983
-2080.77, 902.281, 163.194, 17.212, 27976.362048, 784994
-2088.22, 927.8, 163.948, 16.6911, 28086.004352, 785005
-2100.33, 953.985, 163.589, 17.5335, 28196.839648, 785016
-2103.61, 972.119, 164.977, 16.7712, 28277.423200, 785024
-2111.18, 997.753, 165.334, 16.9216, 28392.558976, 785035
-2119.29, 1018.69, 160.891, 15.0746, 28503.323456, 785046
-2122.51, 1043.67, 180.914, -30.4955, 28618.295680, 785058
-2151.6, 1075.83, 156.364, 25.161, 28732.623360, 785069
-2162.09, 1103.51, 155.556, 23.7412, 28841.410528, 785080
-2168.25, 1129.76, 156.168, 24.115, 28954.339552, 785092
-2169.14, 1155.68, 162.629, 22.9774, 29065.983264, 785103
-2179.01, 1181.74, 162.626, 23.039, 29178.275392, 785114
-2186.7, 1210.5, 162.323, 15.1181, 29294.180384, 785126
-2208.63, 1238.46, 155.883, 9.88513, 29403.355200, 785136
-2203.2, 1269.13, 162.08, -2.87872, 29515.947776, 785148
-2208.32, 1292.43, 159.846, -11.1452, 29598.347712, 785156
-2201.43, 1321.52, 162.965, -17.1233, 29705.502784, 785167
-2194.53, 1348.02, 162.605, -17.7838, 29817.704640, 785178
-2186.31, 1379.14, 161.678, -18.0592, 29946.388128, 785191
-2179.11, 1408.84, 161.067, -17.5505, 30064.624192, 785203
-2158.61, 1428.43, 165.782, -12.9348, 30180.475680, 785214
-2150.02, 1457.02, 165.626, -12.907, 30298.093120, 785226
-2142.32, 1486.2, 165.314, -18.1967, 30415.882528, 785238
-2132.32, 1511.08, 164.923, -22.1721, 30526.986240, 785249
-2119.95, 1533.26, 164.434, -32.1187, 30636.947360, 785260
-2102, 1552.99, 165.107, -40.1535, 30744.064800, 785270
-2084.36, 1578.06, 164.006, -41.3259, 30854.324384, 785282
-2068.22, 1589.39, 164.464, -47.6586, 30933.812192, 785290
-2057.65, 1618.35, 159.716, -54.682, 31056.802048, 785302
-2037.66, 1635.59, 157.7, -56.2024, 31166.819648, 785313
-1999.73, 1637.77, 163.122, -67.6536, 31293.338048, 785325
-1977.03, 1647.44, 162.105, -78.4029, 31409.690080, 785337
-1954.12, 1656.77, 160.911, -79.6346, 31517.056736, 785348
-1925, 1662.83, 160.125, -80.1344, 31642.313152, 785360
-1909.53, 1676.44, 155.921, -80.3335, 31751.581664, 785371
-1880.78, 1682.92, 155.135, -80.3098, 31865.607648, 785383
-1846.89, 1688.77, 154.984, -80.3289, 32000.435136, 785396
-1822.42, 1693.98, 154.304, -80.3713, 32112.952160, 785406
-1774.21, 1685.4, 158.946, -82.973, 32225.374272, 785419
-1771.23, 1701.7, 153.356, -78.8892, 32304.209504, 785426
-1744.24, 1707.71, 152.731, -78.8454, 32412.926560, 785437
-1718.31, 1714.17, 151.483, -78.7388, 32522.352192, 785448
-1693.22, 1721, 150.824, -78.5737, 32628.982816, 785459
-1649.13, 1714.44, 156.519, -78.4748, 32737.308640, 785470
-1624.12, 1724.85, 154.928, -80.1706, 32845.714272, 785481
-1609.77, 1738.5, 149.357, -78.5679, 32954.253344, 785492
-1584.33, 1743.52, 148.592, -78.6076, 33062.753120, 785502
-1556.73, 1749.25, 147.644, -78.6941, 33168.362336, 785513
-1530.94, 1756.05, 146.936, -78.5311, 33275.239552, 785524
-1495.41, 1754.38, 151.12, -80.1421, 33380.316512, 785534
-1460.51, 1745.85, 153.668, -75.3531, 33489.046080, 785545
-1440.69, 1749.63, 153.479, -75.3853, 33567.965440, 785553
-1424.1, 1771.34, 148.817, -80.098, 33675.564448, 785564
-1399.31, 1777.82, 147.375, -85.6343, 33786.038560, 785575
-1378.7, 1782.06, 146.142, -89.8459, 33893.641600, 785584
-1371.25, 1782.83, 146.244, -90.4286, 34001.832480, 785587
-1316.42, 1778.98, 147.89, -94.4312, 34106.312960, 785607
-1289.72, 1778.31, 147.454, -97.6956, 34214.386560, 785618
-1265.73, 1776.32, 146.977, -98.1272, 34318.203424, 785628
-1235.7, 1772.93, 146.543, -98.1192, 34437.308576, 785640
-1208.95, 1770.19, 146.179, -98.1133, 34551.659200, 785651
-1181.12, 1766.77, 145.991, -98.0214, 34658.854304, 785662
-1153.79, 1762.54, 145.073, -106.173, 34775.178144, 785674
-1140.91, 1758.49, 144.009, -109.957, 34853.971168, 785680
-1111.72, 1749.31, 143.43, -112.156, 34958.188704, 785692
-1086.52, 1740.19, 142.839, -112.453, 35066.349216, 785703
-1064.49, 1733.2, 141.778, -111.908, 35176.874816, 785714
-1040.95, 1723.31, 140.778, -112.086, 35282.460928, 785724
-1010.16, 1711.92, 140.679, -112.108, 35407.445568, 785737
-985.002, 1703.2, 140.489, -111.966, 35519.937088, 785748
-961.117, 1694.16, 139.936, -112.012, 35631.943264, 785759
-935.321, 1683.58, 139.163, -112.482, 35737.249504, 785770
-911.846, 1675.46, 138.716, -112.528, 35846.531584, 785781
-887.41, 1665.63, 138.642, -112.52, 35956.049088, 785792
-865.645, 1658.27, 138.139, -111.686, 36061.853728, 785802
-849.071, 1652.49, 137.33, -111.769, 36142.073536, 785810
-823.008, 1641.73, 137.567, -111.841, 36253.015136, 785821
-797.918, 1631.55, 137.45, -111.947, 36361.389280, 785832
-773.808, 1621.83, 137.156, -112.115, 36471.648192, 785843
-747.131, 1610.92, 136.673, -112.106, 36585.124032, 785855
-723.322, 1600.33, 137.475, -113.794, 36691.664896, 785865
-699.121, 1590.22, 136.903, -113.843, 36798.146752, 785876
-677.088, 1582.4, 134.911, -113.974, 36908.169504, 785887
-652.969, 1571.31, 134.386, -113.397, 37014.925312, 785898
-630.438, 1562.07, 134.084, -113.372, 37119.473376, 785908
-605.655, 1553.7, 133.675, -114.136, 37227.406048, 785919
-581.227, 1543.74, 133.243, -114.296, 37335.359968, 785930
-563.417, 1536.44, 133.032, -114.309, 37415.143072, 785938
-538.572, 1526.34, 132.321, -114.362, 37525.068640, 785949
-515.362, 1516.85, 132.027, -114.271, 37630.238848, 785959
-489.559, 1505.66, 131.846, -114.359, 37737.942400, 785970
-464.159, 1495.83, 131.225, -114.309, 37847.546592, 785981
-439.044, 1485.62, 130.659, -114.269, 37954.579904, 785992
-413.64, 1474.54, 130.429, -114.255, 38066.566688, 786003
-390.577, 1465.47, 130.148, -114.436, 38171.678176, 786013
-365.176, 1454.22, 129.844, -114.271, 38279.566624, 786024
-341.886, 1444.62, 129.557, -114.233, 38382.979584, 786034
-315.23, 1433.56, 129.213, -114.427, 38489.925696, 786045
-290.103, 1423.24, 128.84, -114.466, 38596.745792, 786056
-270.477, 1415.05, 128.292, -114.561, 38676.269152, 786064
-243.46, 1403.68, 128.13, -114.68, 38785.020832, 786075
-217.358, 1392.59, 127.743, -114.761, 38893.128416, 786085
-187.24, 1379.78, 127.204, -114.679, 39000.892704, 786096
-156.917, 1367.15, 126.649, -114.808, 39107.598976, 786107
-128.246, 1355.78, 125.623, -115.273, 39212.580096, 786117
-97.4532, 1343.03, 124.726, -115.289, 39316.873984, 786128
-66.1871, 1329.75, 124.418, -115.207, 39426.349760, 786139
-36.0077, 1317.81, 124.139, -115.091, 39534.398720, 786150
-7.46861, 1306.17, 123.79, -115.062, 39639.247072, 786160
24.1249, 1292.95, 123.199, -115.063, 39746.842528, 786171
52.5499, 1281.2, 122.53, -115.08, 39852.703616, 786181
74.772, 1271.1, 121.347, -114.72, 39932.350528, 786189
107.76, 1257.1, 120.944, -115.128, 40042.423904, 786200
138.601, 1244.67, 121.047, -114.963, 40148.271520, 786211
169.795, 1232.47, 120.72, -115.116, 40260.712608, 786222
200.846, 1218.98, 119.885, -115.085, 40366.100192, 786233
232.212, 1205.06, 119.318, -114.956, 40475.544736, 786244
260.962, 1194.66, 118.722, -115.518, 40580.022752, 786254
291.219, 1180.28, 118.325, -114.888, 40688.970880, 786265
322.406, 1167.02, 117.819, -114.641, 40796.691648, 786276
350.881, 1155.17, 117.085, -114.605, 40903.738912, 786286
389.023, 1140.67, 115.956, -115.497, 41014.376896, 786298
423.591, 1126.32, 115.333, -115.608, 41121.612192, 786308
454.282, 1115.49, 113.821, -114.454, 41201.029760, 786316
495.954, 1095.54, 113.762, -115.299, 41310.769824, 786327
538.696, 1077.59, 112.792, -115.108, 41416.404416, 786338
582.163, 1061.4, 111.016, -114.1, 41524.849568, 786349
618.944, 1041.21, 112.105, -115.795, 41629.998304, 786359
661.926, 1024.32, 110.849, -115.599, 41740.620640, 786370
704.529, 1006, 110.14, -115.288, 41851.078784, 786381
748.683, 988.421, 108.513, -114.467, 41961.828448, 786392
790.836, 970.278, 109.328, -114.507, 42068.811168, 786403
838.689, 949.849, 81.7702, -119.399, 42179.903424, 786414
882.607, 932.655, 80.9468, -119.153, 42290.117984, 786425
922.161, 918.79, 106.476, -114.125, 42397.015200, 786436
953.167, 906.829, 106.28, -113.959, 42476.802592, 786444
990.8, 891.649, 105.795, -113.674, 42590.212672, 786455
1025.35, 877.119, 105.223, -115.43, 42699.741376, 786466
1061.91, 859.239, 104.545, -119.851, 42815.676416, 786478
1096.57, 839.408, 103.361, -119.95, 42936.250976, 786490
1130.28, 822.667, 103.743, -119.524, 43049.153600, 786501
1163.73, 805.676, 103.053, -120.224, 43161.634944, 786512
1197.83, 785.651, 101.846, -119.38, 43279.117024, 786524
1231.07, 767.55, 99.0086, -123.094, 43402.528352, 786536
1264.69, 745.515, 99.0095, -126.815, 43523.800448, 786548
1296.67, 721.366, 98.0421, -127.348, 43637.946784, 786560
1330.86, 694.11, 100.147, -134.812, 43756.950688, 786572
1351.01, 676.273, 100.403, -138.717, 43836.920704, 786580
1379.18, 648.763, 98.9429, -138.813, 43955.944960, 786592
1404.34, 621.104, 98.5908, -138.953, 44072.605056, 786603
1431.2, 592.595, 98.1097, -138.952, 44190.061344, 786615
1458.45, 562.917, 97.7337, -138.902, 44307.193568, 786627
1486.18, 532.902, 97.3981, -138.809, 44426.753248, 786639
1513.56, 502.849, 96.9992, -138.625, 44547.292992, 786651
1538.79, 475.409, 96.9677, -138.996, 44661.748224, 786662
1564.58, 448.77, 96.3295, -138.783, 44770.002048, 786673
1589.87, 420.818, 96.8415, -138.988, 44884.046368, 786684
1617.82, 391.523, 96.3625, -138.917, 44997.736672, 786696
1644.23, 363.987, 96.1351, -138.715, 45107.124768, 786707
1662.6, 344.525, 96.0715, -138.829, 45186.794400, 786715
1688.36, 317.731, 95.4028, -138.816, 45295.730944, 786726
1711.5, 293.227, 95.2364, -138.794, 45403.924896, 786736
1736.84, 265.913, 94.9787, -138.711, 45509.984704, 786747
1762.22, 238.691, 94.9818, -138.581, 45620.469536, 786758
1787.72, 211.751, 94.5561, -138.593, 45727.188512, 786769
1813.21, 184.854, 94.2667, -138.45, 45834.397376, 786780
1836.1, 160.185, 94.1573, -138.389, 45941.766304, 786790
1861.62, 132.78, 94.1155, -138.395, 46046.482528, 786801
