Time [s], Filename, Frame, X, Y, Z, Rx, Ry, Rz
31.7677, ftl-1/snapshot_237.png, 2040410, 215.346, -837.671, 121.046, -72.1067, -0.157011, 0.850572
31.9047, ftl-1/snapshot_238.png, 2040423, 247.696, -827.119, 120.864, -71.4053, 0.152707, 0.7386
32.0333, ftl-1/snapshot_239.png, 2040431, 268.369, -821.07, 120.641, -71.4436, 0.276057, 0.701584
32.1667, ftl-1/snapshot_240.png, 2040442, 296.187, -812.702, 120.028, -71.2823, 0.110526, 0.644924
32.3008, ftl-1/snapshot_241.png, 2040462, 346.916, -797.398, 119.134, -70.9752, 0.120462, 0.481773
32.435, ftl-1/snapshot_242.png, 2040472, 372.238, -789.794, 118.621, -70.9102, 0.267715, 0.443082
32.5707, ftl-1/snapshot_243.png, 2040483, 400.651, -781.66, 118.289, -71.0644, 0.346568, 0.411025
32.7033, ftl-1/snapshot_244.png, 2040493, 425.625, -773.759, 117.989, -71.0014, 0.312897, 0.378873
32.8364, ftl-1/snapshot_245.png, 2040513, 476.476, -758.15, 117.316, -70.7607, 0.412795, 0.228617
32.9759, ftl-1/snapshot_246.png, 2040531, 521.776, -743.549, 116.389, -70.3961, 0.242322, 0.240557
33.1015, ftl-1/snapshot_247.png, 2040543, 552.577, -734.014, 115.761, -70.2313, 0.442308, 0.170441
33.2344, ftl-1/snapshot_248.png, 2040556, 585.665, -723.158, 115.517, -70.4044, 0.339058, 0.215344
33.3712, ftl-1/snapshot_249.png, 2040570, 612.431, -716.594, 115.344, -88.8386, -0.550351, -0.0593789
33.5028, ftl-1/snapshot_250.png, 2040583, 642.302, -715.988, 114.465, -94.4942, -0.035492, -0.00910914
33.6363, ftl-1/snapshot_251.png, 2040597, 676.738, -719.367, 114.145, -94.7938, -0.16792, -0.146871
33.7737, ftl-1/snapshot_252.png, 2040610, 709.856, -723.9, 113.924, -94.772, -0.327712, -0.180148
33.9053, ftl-1/snapshot_253.png, 2040622, 741.644, -726.903, 113.526, -94.6573, -0.508393, -0.175889
34.0372, ftl-1/snapshot_254.png, 2040626, 752.443, -728.2, 113.14, -94.607, -0.494724, -0.0390579
34.1687, ftl-1/snapshot_255.png, 2040646, 808.015, -734.985, 112.112, -94.7748, -0.580173, 0.0927083
34.3029, ftl-1/snapshot_256.png, 2040657, 838.382, -736.008, 111.685, -88.4854, -0.553948, 0.0610286
34.4398, ftl-1/snapshot_257.png, 2040667, 865.405, -734.784, 110.728, -86.2508, -0.258291, 0.222742
34.5716, ftl-1/snapshot_258.png, 2040687, 915.557, -732.578, 109.288, -85.5699, -0.202836, 0.642269
34.7029, ftl-1/snapshot_259.png, 2040698, 943.233, -731.096, 109.949, -85.4895, 0.129556, -0.0285518
34.8382, ftl-1/snapshot_260.png, 2040708, 968.759, -729.644, 109.785, -85.3739, -0.217575, 0.0446888
34.9709, ftl-1/snapshot_261.png, 2040728, 1019.03, -726.324, 108.613, -84.8968, -0.157192, 0.33806
35.1085, ftl-1/snapshot_262.png, 2040739, 1045.91, -724.875, 108.674, -85.1192, -0.0421529, -0.141611
35.2373, ftl-1/snapshot_263.png, 2040749, 1071.22, -723.303, 108.196, -85.0199, 0.207885, -0.120627
35.3687, ftl-1/snapshot_264.png, 2040759, 1096.49, -721.295, 107.445, -84.6105, 0.270195, 0.194511
35.5134, ftl-1/snapshot_265.png, 2040779, 1146.95, -717.56, 106.433, -84.3848, -0.0602779, 0.303386
35.6393, ftl-1/snapshot_266.png, 2040790, 1174.41, -714.923, 105.841, -84.2901, -0.142727, 0.47909
35.77, ftl-1/snapshot_267.png, 2040800, 1199.09, -712.77, 105.337, -84.1861, -0.548827, 0.768111
35.905, ftl-1/snapshot_268.png, 2040820, 1248.21, -709.517, 104.43, -84.0664, -0.877916, 0.812525
36.0411, ftl-1/snapshot_269.png, 2040831, 1275.25, -707.815, 103.824, -84.3306, -0.544351, 0.355167
36.1709, ftl-1/snapshot_270.png, 2040841, 1299.75, -705.927, 103.804, -84.2145, -0.0496814, 0.411007
36.3052, ftl-1/snapshot_271.png, 2040861, 1348.89, -701.875, 102.508, -84.0392, -0.179856, 0.37875
36.4379, ftl-1/snapshot_272.png, 2040872, 1376.61, -699.817, 101.525, -84.3789, -1.47629, 0.111892
36.575, ftl-1/snapshot_273.png, 2040882, 1400.92, -697.916, 101.535, -84.1217, -0.227724, 0.22689
36.7078, ftl-1/snapshot_274.png, 2040902, 1450.03, -693.523, 101.063, -83.7257, -0.235662, 0.267938
36.8389, ftl-1/snapshot_275.png, 2040913, 1477.91, -690.888, 100.805, -83.4612, -0.224698, 0.318374
36.9727, ftl-1/snapshot_276.png, 2040930, 1524.47, -686.815, 100.059, -83.2317, -0.115828, 0.34327
37.1093, ftl-1/snapshot_277.png, 2040944, 1563.83, -682.447, 98.4358, -82.7647, -0.583264, 0.966415
37.2389, ftl-1/snapshot_278.png, 2040957, 1601.47, -679.264, 98.958, -82.9422, -0.158093, 0.28721
